0,54,0,0.06,0.08,5,205,1,0.07,1,1,1,0.07,17,0,0,255,0,17,0,2,neptune
324,23,2302,0,1,9,22,0,0,0,0,0,1,255,1,0,255,0,28,0.14,2,normal
0,62,0,0.07,0.06,5,228,1,0.07,1,1,1,0.05,13,0,0,255,0,13,0,2,neptune
0,20,0,0.08,0.22,5,50,1,0.02,1,1,1,0.25,63,0,0,255,0.01,11,0,2,neptune
0,3,0,0.06,0.05,5,262,1,0.07,1,1,1,0.04,9,0,0,255,0,12,0,2,neptune
1591,50,372,0,1,9,1,0,0.02,0,0,0,0.81,147,1,0,181,0.01,2,1,2,normal
146,41,105,0.5,0.5,9,4,0,0.66,0,0,0,0.01,2,0,0,255,0.99,2,0,3,normal
290,23,3006,0,1,9,11,0,0,0,0,0,1,255,1,0,255,0,11,0,2,normal
0,7,0,0.08,0.1,5,108,1,0.07,1,1,1,0.04,11,0,0,255,0,11,0,2,neptune
255,23,861,0,1,9,44,0,0,0,0.02,0.02,1,255,1,0,255,0,44,0,2,normal
0,20,0,0.05,0.07,5,258,1,0.07,1,1,1,0.02,5,0,0,255,0,17,0,2,neptune
302,23,498,0,1,9,10,0,0,0,0,0,1,255,1,0.04,131,0.01,10,0,2,normal
0,45,0,0.1,0.07,2,61,0,0.08,0,0,0,0.02,4,0,0,255,0,4,0,2,neptune
220,23,1398,0,1,9,26,0,0,0,0,0,1,255,1,0.03,26,0.04,42,0.05,2,normal
43,12,69,0,1,9,120,0,0.01,0,0,0,0.96,245,0,0,255,0.01,120,0,3,normal
44,12,133,0,1,9,73,0,0.02,0,0,0,0.88,212,0,0.01,122,0.88,75,0.03,3,normal
0,61,0,0.06,0.07,5,135,1,0.07,1,1,1,0.04,11,0,0,255,0,9,0,2,neptune
0,18,0,0.08,0.5,5,24,1,0.04,1,1,1,0.23,59,0,0,255,0,12,0,2,neptune
43,12,43,0,1,9,148,0,0,0,0,0,1,255,0,0,255,0.01,228,0.01,3,normal
641,20,0,0,1,9,2,0,0.02,0,0,0,0.25,48,1,0.04,175,0.25,2,0,2,normal
0,45,0,0.06,0.02,2,206,0,0.08,0,0,0,0.02,4,0,0,255,0,4,0,2,neptune
310,23,2794,0,1,9,4,0,0,0,0,0,1,255,1,0,255,0,4,0,2,normal
0,45,0,0.08,0.16,2,63,0,0.07,0,0,0,0.04,10,0,0,255,0,10,0,2,neptune
696,50,333,0,1,9,1,0,0.04,0,0,0,0.39,133,1,0.02,109,0.01,1,0,2,normal
0,23,0,0.08,0.37,5,52,1,0.02,1,1,1,0.26,67,0,0,255,0,19,0,2,neptune
0,34,0,0.06,0.06,2,125,0,0.07,0,0,0,0.02,6,0,0,255,0,7,0,2,neptune
0,54,0,0.06,0.12,5,168,1,0.06,1,1,1,0.08,21,0,0,255,0,21,0,2,neptune
221,23,2878,0,1,9,1,0,0,0,0,0,1,58,1,0.03,21,0.05,1,0,2,normal
0,45,0,0.06,0.11,5,145,1,0.05,1,1,1,0.12,31,0,0,255,0,16,0,2,neptune
181,60,0,0.67,0.67,9,3,0,0.01,0,0,0,0.36,93,0,0,255,0.46,2,0,1,normal
42,12,42,0,1,9,9,0,0.02,0,0,0,0.99,83,0,0,84,0.01,14,0.21,3,normal
0,45,0,0.06,0.04,5,138,1,0.07,1,1,1,0.02,6,0,0,255,0,6,0,2,neptune
12,20,0,0,1,9,1,0,0.07,0,0,0,0.55,47,1,0.04,44,0.55,1,0,2,normal
0,4,0,0.06,0.03,5,276,1,0.06,1,1,1,0.04,9,0,0,255,0,9,0,2,neptune
210,23,2790,0,1,9,10,0,0,0,0,0,1,255,1,0.09,48,0.02,27,0.11,2,normal
321,23,5683,0,1,9,10,0,0,0,0,0,1,255,1,0.04,168,0.01,10,0,2,normal
0,45,0,0.06,0.03,2,248,0,0.07,0,0,0,0.03,8,0,0,255,0,8,0,2,neptune
329,23,3982,0,1,9,2,0,0,0,0,0,1,255,1,0.05,24,0.04,31,0.1,2,normal
0,62,0,0.07,0.05,2,135,0,0.07,0,0,0,0.03,7,0,0,255,0,7,0,2,neptune
0,11,0,0.05,0.09,5,220,1,0.07,1,1,1,0.01,2,0,0,255,0,19,0,2,neptune
320,23,379,0,1,9,9,0,0,0,0,0,1,255,1,0.02,123,0.01,9,0,2,normal
0,45,0,0.05,0.03,5,212,1,0.11,0.97,1,1,0.1,7,0,0,72,0.01,7,0,2,neptune
225,23,3762,0,1,9,10,0,0,0,0,0,1,255,1,0,255,0,10,0,2,normal
0,19,0,0.06,0.05,5,250,1,0.07,1,1,1,0,1,0,0,255,0,13,0,2,neptune
0,45,0,0.05,0.11,2,132,0,0.06,0,0,0,0.06,15,0,0,255,0,15,0,2,neptune
146,41,105,0.67,0.67,9,3,0,0.54,0,0,0,0.02,2,0,0,117,0.78,2,0,3,normal
247,23,1416,0,1,9,11,0,0,0,0,0,1,255,1,0.09,156,0.01,11,0,2,normal
353,23,1483,0,1,9,3,0,0,0,0,0,1,255,1,0,255,0,9,0.33,2,normal
44,12,44,0.02,0.99,9,109,0,0.01,0,0,0,1,254,0,0,255,0.01,189,0.01,3,normal
0,45,0,0.05,0.12,2,146,0,0.08,0,0,0,0.04,10,0,0,255,0,18,0,2,neptune
0,7,0,0.06,0.02,5,300,1,0.07,1,1,1,0.01,3,0,0,255,0,6,0,2,neptune
3065,50,331,0,1,9,1,0.02,0.02,0.01,0,0,0.48,119,1,0.02,243,0,2,1,2,normal
102,41,102,0,1,9,1,0,0.29,0,0,0,0.14,1,0,0,7,0.14,1,0,3,normal
259,23,750,0,1,9,4,0,0,0,0,0,1,255,1,0.03,4,0.25,5,0.4,2,normal
147,41,105,0,1,9,2,0,0.42,0,0,0,0.01,2,0,0,255,0.86,2,0,3,normal
0,45,0,0.05,0.12,5,129,1,0.05,1,1,1,0.05,12,0,0,255,0,16,0,2,neptune
0,23,354,0,1,9,32,0,0,0,0.03,0.03,1,255,0,0,255,0,32,0,2,normal
309,23,306,0,1,9,1,0,0,0,0,0,1,255,1,0.02,66,0.02,1,0,2,normal
0,23,0,0,1,2,1,0,0,0,0,0,1,247,0,0.15,1,1,2,1,2,normal
278,23,7227,0,1,9,3,0,0,0,0,0,1,255,1,0.05,153,0.01,3,0,2,normal
313,23,761,0,1,9,1,0,0,0,0,0,1,255,1,0.03,43,0.02,1,0,2,normal
219,23,1212,0,1,9,15,0,0,0,0,0,1,255,1,0.01,242,0,15,0,2,normal
245,23,9165,0,1,9,2,0,0,0,0,0,1,255,1,0.05,10,0.1,3,0.67,2,normal
328,23,2243,0,1,9,21,0,0,0,0,0,1,255,1,0.04,21,0.05,21,0,2,normal
0,23,0,0,1,2,1,0,0,0,0,0,1,249,0,0.1,23,0.04,1,0,2,normal
251,23,301,0,1,9,3,0,0.01,0,0,0,0.99,252,1,0,255,0,7,0.29,2,normal
2089,50,335,1,0.5,9,2,0.02,0.03,0.01,0,0,0.6,152,1,0,255,0,2,1,2,normal
0,23,0,0,1,2,1,0,0,0,0,0,1,255,0,0.21,6,0.17,1,0,2,normal
237,23,511,0,1,9,1,0,0,0,0,0,1,255,1,0.01,3,0.33,1,0,2,normal
324,23,431,0,1,9,4,0,0,0,0,0,1,255,1,0.02,107,0.01,5,0.4,2,normal
0,3,0,0.05,0.15,2,110,0,0.07,0,0,0,0.07,17,0,0,255,0,17,0,2,neptune
105,45,145,0.5,0.25,9,4,0,0.01,0,0,0,0.94,239,0,0,255,0,1,0,3,normal
218,23,974,0,1,9,6,0.01,0,0,0,0,1,255,1,0.02,6,0.17,6,0,2,normal
325,23,2649,0,1,9,7,0,0,0,0,0,1,255,1,0.01,107,0.01,7,0,2,normal
0,62,0,0.07,0.08,2,246,0,0.07,0,0,0,0.08,20,0,0,255,0,20,0,2,neptune
0,5,0,0.07,0.07,2,272,0,0.08,0,0,0,0.07,19,0,0,255,0,19,0,2,neptune
0,7,0,0.07,0.03,5,259,1,0.08,1,1,1,0.03,8,0,0,255,0,8,0,2,neptune
328,23,275,0,1,9,9,0,0.01,0,0,0,0.98,250,1,0,255,0,10,0.2,2,normal
0,5,0,0.05,0.02,5,294,1,0.07,1,1,1,0.03,8,0,0,255,0,6,0,2,neptune
9,18,138,0,1,9,1,0,0.03,0.01,0,0,0.03,10,0,0.2,195,0.01,1,0,2,normal
46,12,46,0,1,9,96,0,0.01,0,0,0,1,254,0,0,255,0.01,178,0.02,3,normal
1079,50,334,0,1,9,1,0,0.03,0,0,0,0.57,167,1,0.01,138,0.01,1,0,2,normal
45,12,139,0,1,9,79,0,0.01,0,0,0,1,254,0,0,255,0,159,0.01,3,normal
273,19,903,0,1,9,1,0.02,0.02,0.01,0,0,0.28,49,1,0,176,0.01,1,0,2,normal
0,45,0,0.06,0.11,5,190,1,0.08,1,1,1,0.08,20,0,0,255,0,20,0,2,neptune
0,29,0,0.06,0.04,2,135,0,0.07,0,0,0,0,1,0,0,255,0,5,0,2,neptune
237,23,138,0,1,9,2,0,0,0,0,0,1,2,1,0,2,0.5,2,0,2,normal
225,23,1357,0,1,9,1,0,0,0,0,0,1,255,1,0.02,5,0.2,1,0,2,normal
0,45,0,0.06,0.06,5,123,1,0.08,1,1,1,0.03,7,0,0,255,0,7,0,2,neptune
0,54,0,0.06,0.08,5,245,1,0.07,1,1,1,0.03,7,0,0,255,0,20,0,2,neptune
147,41,0,0.67,0.33,9,3,0,0.61,0,0,0,0,1,0,0,255,0.97,1,0,3,normal
262,23,1011,0,1,9,3,0,0,0,0,0,1,255,1,0.01,94,0.02,4,0.5,2,normal
1032,15,0,0,1,9,263,0,0,0,0,0,1,255,0,0,255,1,263,0,1,smurf
0,45,0,0.06,0.12,5,109,1,0.06,1,1,1,0.03,7,0,0,255,0,13,0,2,neptune
261,23,8412,0,1,9,9,0,0,0,0,0,1,255,1,0,255,0,9,0,2,normal
0,5,0,0.08,0.06,2,145,0,0.09,0,0,0,0.03,8,0,0,255,0,8,0,2,neptune
0,34,0,0.07,0.01,2,250,0,0.07,0,0,0,0.01,2,0,0,255,0,2,0,2,neptune
294,23,1719,0,1,9,8,0,0,0,0,0,1,255,1,0.01,108,0.01,8,0,2,normal
221,23,981,0,1,9,2,0,0,0,0,0,1,82,1,0.04,50,0.02,3,0.67,2,normal
284,23,10352,0,1,9,2,0,0,0,0,0,1,255,1,0.07,11,0.09,2,0,2,normal
309,23,16096,0,1,9,3,0,0,0,0,0,1,129,1,0.02,31,0.03,3,0,2,normal
0,56,0,0.31,0.31,5,13,1,0.02,1,1,1,0.25,64,0,0,255,0.01,4,0,2,neptune
0,45,0,0.07,0.01,5,87,1,0.06,1,1,1,0,1,0,0,255,0,1,0,2,neptune
214,23,283,0,1,9,2,0.01,0,0,0,0,1,255,1,0.05,27,0.04,2,0,2,normal
0,63,0,0.05,0.04,5,292,1,0.08,1,1,1,0.05,14,0,0,255,0,13,0,2,neptune
0,55,0,0.05,0.06,5,295,1,0.08,1,1,1,0,1,0,0,255,0,18,0,2,neptune
0,24,0,0.06,0.1,5,143,1,0.05,1,1,1,0.06,15,0,0,255,0,15,0,2,neptune
46,12,78,0.01,1,9,278,0,0.01,0,0,0,1,254,0,0,255,0,277,0,3,normal
748,20,0,0,1,9,1,0,0.33,0,0,0,0.83,92,1,0.03,6,0.83,1,0,2,normal
0,16,0,0.06,0.19,5,102,1,0.06,1,1,1,0.07,18,0,0,255,0,19,0,2,neptune
0,64,0,0.07,0.01,5,251,1,0.08,1,1,1,0.01,3,0,0,255,0,3,0,2,neptune
329,23,8437,0,1,9,4,0,0,0,0,0,1,255,1,0.04,83,0.01,4,0,2,normal
9,20,0,0,1,9,2,0,0.38,0,0,0,0.5,119,1,0.02,185,0.5,2,0,2,normal
46,12,128,0,1,9,222,0,0.01,0,0,0,0.99,253,0,0,255,0,302,0.01,3,normal
1766,20,0,0,1,9,2,0,0.02,0,0,0,0.02,6,1,0,255,0.02,2,0,2,normal
0,47,0,0.06,0.02,5,260,1,0.07,1,1,1,0.02,4,0,0,255,0,4,0,2,neptune
8,18,135,0,1,9,1,0,0.03,0,0,0,0.03,6,0,0.33,196,0.01,1,0,2,normal
266,23,529,0,1,9,1,0,0,0,0,0,1,255,1,0.02,94,0.01,6,0.67,2,normal
245,20,0,0.67,0.67,9,3,0,0.06,0,0,0,0.32,68,0,0.03,99,0.32,2,0,2,normal
295,23,465,0,1,9,11,0,0,0,0,0,1,255,1,0.04,69,0.01,12,0.17,2,normal
0,21,0,0.11,0.27,5,44,1,0.08,1,1,1,0.05,12,0,0,255,0,12,0,2,neptune
228,23,6834,0,1,9,2,0,0,0,0,0,1,19,1,0.11,18,0.06,7,0.57,2,normal
1032,15,0,0,1,9,511,0,0.02,0,0,0,0.83,212,0,0,255,0.83,511,0,1,smurf
0,25,0,0.06,0.06,2,272,0,0.07,0,0,0,0.06,15,0,0,255,0,15,0,2,neptune
0,45,0,0.07,0.16,5,122,1,0.05,1,1,0.99,0.07,19,0,0,255,0,19,0,2,neptune
0,64,0,0.05,0.01,5,287,1,0.05,1,1,1,0.01,3,0,0,255,0,3,0,2,neptune
0,23,0,0,1,2,1,0,0,0,0,0,1,195,0,0.02,118,0.01,3,1,2,normal
0,26,0,0.06,0.03,5,286,1,0.07,1,1,1,0.04,11,0,0,255,0,9,0,2,neptune
30,15,0,0,1,9,1,0,0,0,0,0,1,247,0,0,247,1,1,0,1,normal
2078,50,333,0,1,9,1,0,0.03,0,0,0,0.31,117,1,0.02,89,0.01,2,1,2,normal
19,20,0,0,1,9,1,0,0.04,0,0,0,0.02,5,0,0,201,0.02,1,0,2,normal
661,50,329,0,1,9,1,0,0.02,0,0,0,0.36,69,1,0.03,163,0.01,1,0,2,normal
0,20,0,0.14,0.07,5,28,1,0.03,1,1,1,0.16,42,0,0,255,0,2,0,2,neptune
0,45,0,0.07,0.17,5,108,1,0.07,1,1,1,0.07,18,0,0,255,0,18,0,2,neptune
0,45,0,0.06,0.05,5,101,1,0.07,1,1,1,0.06,15,0,0,255,0,5,0,2,neptune
1075,50,364,0,1,9,1,0,0.17,0,0,0,0.39,100,1,0,255,0,2,1,2,normal
223,23,656,0,1,9,12,0,0,0,0,0,1,255,1,0.02,172,0.01,21,0.14,2,normal
233,23,2470,0,1,9,10,0,0,0,0,0,1,255,1,0.01,32,0.03,10,0,2,normal
0,45,0,0.07,0.04,5,223,1,0.05,1,1,1,0.04,9,0,0,255,0,10,0,2,neptune
0,13,0,0.06,0.08,5,223,1,0.06,1,1,1,0.07,17,0,0,255,0,17,0,2,neptune
201,23,1938,0,1,9,19,0,0,0,0,0,1,255,1,0.03,44,0.02,34,0.06,2,normal
271,23,4781,0,1,9,4,0,0,0,0,0,1,28,1,0.25,11,0.09,7,0.29,2,normal
14416,20,0,0,1,9,1,0,0.02,0,0,0,0.19,50,1,0.04,205,0.19,1,0,2,normal
227,23,11564,0,1,9,5,0,0,0,0,0,1,52,1,0.04,41,0.02,6,0.33,2,normal
225,23,2445,0,1,9,4,0,0,0,0,0,1,255,1,0,255,0,5,0.4,2,normal
176,23,426,0,1,9,6,0,0,0,0,0,1,255,1,0,255,0,6,0,2,normal
0,27,0,0.06,0.1,5,143,1,0.06,1,1,1,0.05,14,0,0,255,0,14,0,2,neptune
227,23,762,0,1,9,17,0,0,0,0,0,1,255,1,0.02,202,0,17,0,2,normal
855,50,575,0,1,9,1,0,0.02,0,0,0,0.08,20,1,0,255,0,1,0,2,normal
944,50,330,0,1,9,1,0,0.02,0,0,0,0.63,166,1,0.01,214,0,1,0,2,normal
954,50,326,1,0.5,9,2,0,0.11,0,0,0,0.71,104,1,0.02,28,0.04,1,0,2,normal
0,62,0,0.06,0.09,5,201,1,0.07,1,1,1,0.07,18,0,0,255,0,18,0,2,neptune
166,23,34660,0,1,9,1,0,0,0,0,0,1,255,1,0.06,16,0.06,1,0,2,normal
306,23,2698,0,1,9,4,0,0.01,0,0,0,0.94,240,1,0,255,0,5,0.4,2,normal
0,35,0,0.05,0.15,5,124,1,0.05,1,1,1,0.07,19,0,0,255,0,19,0,2,neptune
1480,15,0,0,1,9,2,0,0,0,0,0,1,38,0,0.5,2,1,4,0.5,1,pod
0,26,0,0.05,0.06,5,277,1,0.07,1,1,1,0.07,17,0,0,255,0,17,0,2,neptune
313,23,8549,0,1,9,4,0,0,0,0,0,1,255,1,0,255,0,4,0,2,normal
0,30,0,0.05,0.08,5,274,1,0.05,1,1,1,0.09,22,0,0,255,0,22,0,2,neptune
0,53,0,0.06,0.09,5,141,1,0.06,1,1,1,0.06,16,0,0,255,0,12,0,2,neptune
285,23,6008,0,1,9,3,0,0,0,0,0,1,255,1,0.01,128,0.01,3,0,2,normal
226,23,1411,0,1,9,8,0,0,0,0,0,1,255,1,0.02,37,0.03,23,0.13,2,normal
256,23,12984,0,1,9,1,0,0,0,0,0,1,255,1,0.04,34,0.03,1,0,2,normal
3740,50,449,0,1,9,1,0,0.02,0,0,0,0.68,185,1,0.01,193,0.01,3,1,2,normal
224,23,449,0,1,9,10,0,0,0.03,0.09,0.1,1,255,1,0.04,39,0.03,11,0.18,2,normal
0,31,0,0.07,0.03,5,103,1,0.07,1,1,1,0.01,3,0,0,255,0,3,0,2,neptune
0,18,0,0.06,0.08,5,246,1,0.07,1,1,1,0.08,20,0,0,255,0,20,0,2,neptune
201,23,169,0,1,9,7,0,0,0.03,0,0,1,255,1,0.04,29,0.03,7,0,2,normal
285,23,304,0,1,9,32,0,0,0,0,0,1,255,1,0.03,101,0.01,34,0.09,2,normal
0,28,0,0.05,0.19,5,125,1,0.05,1,1,1,0.09,24,0,0,255,0,24,0,2,neptune
7422,20,0,0,1,9,8,0,0.02,0,0,0,0.17,44,1,0,255,0.17,8,0,2,normal
198,23,12884,0,1,9,2,0,0,0,0,0,1,2,1,0,2,0.5,2,0,2,normal
2310,50,328,0,1,9,1,0,0.02,0,0,0,0.62,157,1,0,255,0,3,1,2,normal
331,23,955,0,1,9,6,0,0,0,0,0,1,255,1,0.01,38,0.03,6,0,2,normal
65,60,0,0.22,0.22,9,9,0,0.01,0,0,0,0.06,16,0,0,255,0.06,2,0,1,normal
45,12,77,0,1,9,171,0,0.01,0,0,0,0.91,232,0,0,255,0,173,0.01,3,normal
0,19,0,0.06,0.01,3,250,0,0.07,0,0,0,0.01,3,0,0,255,0,3,0,2,neptune
0,4,0,0.07,0.03,5,238,1,0.07,1,1,1,0.03,7,0,0,255,0,7,0,2,neptune
0,28,0,0.07,0.02,5,102,1,0.06,1,1,1,0.01,2,0,0,255,0,2,0,2,neptune
9,18,142,0,1,9,1,0,0.03,0,0,0,0.05,12,0,0,235,0,1,0,2,normal
283,23,912,0,1,9,2,0,0,0,0,0,1,255,1,0.03,75,0.01,2,0,2,normal
221,23,1789,0,1,9,2,0,0,0.01,0.1,0.5,1,255,1,0.02,73,0.01,10,0.4,2,normal
0,63,0,0.06,0.01,5,281,1,0.07,1,1,1,0.01,3,0,0,255,0,2,0,2,neptune
0,56,0,0.13,0.07,5,30,1,0.03,1,1,1,0.2,52,0,0,255,0,2,0,2,neptune
0,20,0,0.06,0.03,5,276,1,0.06,1,1,1,0.03,8,0,0,255,0,8,0,2,neptune
302,23,1380,0,1,9,5,0.01,0.02,0,0,0,0.88,187,1,0,212,0,5,0,2,normal
0,45,0,0.09,0.06,5,163,1,0.1,1,1,1,0.04,9,0,0,255,0,9,0,2,neptune
0,45,0,0.06,0.07,5,301,1,0.05,1,1,1,0.07,19,0,0,255,0,20,0,2,neptune
355,23,870,0,1,9,28,0,0,0,0,0,1,255,1,0,255,0,28,0,2,normal
106,56,1468,0,1,9,1,0,0.04,0,0,0,0.01,1,0,0,117,0.01,1,0,2,normal
286,23,1423,0,1,9,16,0,0,0,0,0,1,255,1,0.05,64,0.02,16,0,2,normal
1032,15,0,0,1,9,46,0,0.02,0,0,0,0.18,46,0,0,255,0.18,46,0,1,smurf
168,23,9551,0,1,9,1,0,0,0,0,0,1,255,1,0.01,230,0.01,2,1,2,normal
238,23,864,0,1,9,39,0,0,0,0,0,1,255,1,0.01,137,0.01,39,0,2,normal
291,23,10369,0,1,9,6,0,0,0,0,0,1,255,1,0.05,13,0.08,6,0,2,normal
0,63,0,0.05,0.1,5,211,1,0.05,1,1,1,0.09,22,0,0,255,0,22,0,2,neptune
749,50,330,0,1,9,1,0,0.11,0,0,0,0.74,129,1,0.02,27,0.04,1,0,2,normal
198,23,6924,0,1,9,12,0,0,0,0,0,1,255,1,0.01,230,0,12,0,2,normal
0,32,0,0.06,0.04,2,280,0,0.07,0,0,0,0.04,11,0,0,255,0,11,0,2,neptune
167,23,709,0,1,9,1,0,0,0,0,0,1,255,1,0.02,5,0.2,4,0.75,2,normal
241,23,851,0,1,9,17,0,0,0,0,0,1,255,1,0.03,127,0.01,35,0.06,2,normal
337,23,3360,0,1,9,6,0,0,0,0,0,1,255,1,0,255,0,6,0,2,normal
729,50,328,0,1,9,1,0.01,0.04,0,0,0,0.41,156,1,0.01,106,0.01,1,0,2,normal
0,7,0,0.06,0,5,201,1,0.07,1,1,1,0.02,4,0,0,255,0,1,0,2,neptune
222,23,1483,0,1,9,3,0,0,0,0,0,1,255,1,0,255,0.01,3,0,2,normal
0,4,0,0.06,0.05,2,276,0,0.07,0,0,0,0.05,14,0,0,255,0,14,0,2,neptune
0,23,0,0,1,2,1,0,0,0,0,0,1,255,0,0.24,7,0.14,1,0,2,normal
46,12,134,0,1,9,145,0,0,0,0,0,1,255,0,0,255,0,225,0.01,3,normal
246,23,2719,0,1,9,1,0,0,0,0,0,1,255,1,0.07,1,1,1,0,2,normal
222,23,771,0,1,9,8,0,0,0,0,0,1,255,1,0.02,45,0.02,8,0,2,normal
0,63,0,0.05,0.04,5,258,1,0.05,1,1,1,0.04,10,0,0,255,0,10,0,2,neptune
0,45,0,0.06,0.05,5,256,1,0.07,1,1,1,0.04,10,0,0,255,0,12,0,2,neptune
279,56,9598,0,1,9,1,0.88,0.01,0.8,0,0,0.45,113,1,0,251,0,1,0,2,normal
226,23,651,0,1,9,12,0,0,0,0,0,1,255,1,0,255,0.01,12,0,2,normal
299,23,447,0,1,9,26,0,0,0,0,0,1,255,1,0,255,0,44,0.07,2,normal
0,23,0,0.29,0.43,5,14,1,0.04,1,1,1,0.28,26,0,0,94,0.01,6,0,2,neptune
12,20,0,0,1,9,2,0.01,0.27,0,0,0,0.36,88,1,0.02,11,0.36,2,0,2,normal
281,23,1951,0,1,9,30,0.01,0,0,0,0,1,255,1,0.03,77,0.01,31,0.06,2,normal
0,5,0,0.05,0.18,5,138,1,0.05,1,1,1,0.1,25,0,0,255,0,25,0,2,neptune
42,12,42,0,1,9,4,0,0.01,0,0,0,0.96,245,0,0,255,0.01,6,0.5,3,normal
0,19,0,0.06,0.02,5,300,1,0.07,1,1,1,0.03,7,0,0,255,0,7,0,2,neptune
0,58,0,0.07,0.05,5,199,1,0.07,1,1,1,0.04,9,0,0,255,0,9,0,2,neptune
263,23,453,0,1,9,15,0,0,0,0,0,1,255,1,0,255,0,15,0,2,normal
0,19,0,0,1,3,1,0,0.02,0,0,0,0.2,43,0,0,212,0,1,0,2,normal
0,45,0,0.06,0.1,5,144,1,0.06,1,1,1,0.12,30,0,0,255,0,15,0,2,neptune
0,51,0,0.07,0.04,5,104,1,0.07,1,1,1,0.07,18,0,0,255,0,4,0,2,neptune
283,23,1980,0,1,9,18,0,0,0,0,0,1,255,1,0.03,18,0.06,18,0,2,normal
161,23,5530,0,1,9,2,0,0,0,0,0,1,255,1,0.05,2,0.5,2,0,2,normal
211,23,321,0,1,9,7,0,0,0,0,0,1,255,1,0.01,211,0,11,0.27,2,normal
201,23,1701,0,1,9,7,0,0,0,0,0,1,255,1,0.04,32,0.03,7,0,2,normal
147,41,0,0.67,0.33,9,3,0,0.67,0,0,0,0,1,0,0,255,0.95,1,0,3,normal
0,45,0,0.05,0.22,5,74,1,0.06,1,1,1,0.02,5,0,0,255,0,16,0,2,neptune
567,20,0,0,1,9,1,0,0.09,0,0,0,0.25,38,0,0.05,53,0.25,1,0,2,normal
0,22,0,0.07,0.01,2,225,0,0.08,0,0,0,0.01,2,0,0,255,0,2,0,2,neptune
0,56,0,0.09,0.24,5,66,1,0.04,1,1,0.97,0.2,52,0,0,255,0,16,0,2,neptune
320,23,420,0,1,9,7,0,0,0,0,0,1,255,1,0,255,0.01,7,0,2,normal
